date,AAASPR,BAASPR,CAPUTIL,COMMCRB,CONSGOVT,CONSPRIV,CONSSENT,CPAPERSPR,DEBTGOVT,DISPINC,DIVYIELD,EARNINGS,ECONSENT,EMPL,EXCHTRW,EXPORT,FEDFUNDS,GDP,HOURS,HOUSEPERMIT,HOUSEPRICE,HOUSESTART,IMPORT,INDPRO,INVENTO,INVESTM,LIABCORP,LIABHH,LOANSCORP,LOANSHH,NWCORP,NWHH,ORDERNEW,ORDERUNFIL,PCEPRICE,PMI,RETAIL,SHORTSPR,STOCKPRICE,STOCKVOL,TERMSPR,ULC,UNRATE,VXO
01apr1975,.82329941,2.5799999,74.425797,-.038180657,-.84871203,1.6314878,69.30000000000001,.43000001,.74213219,4.5218606,-.48699999,-.36749056,-17.6,-.54466933,.74582636,-2.9584794,-.88329983,.71200377,-.92624909,23.087702,.47804824,9.2544031,-8.3405075,-1.3593982,-1.5189996,-3.0223053,0,.45100763,-3.6336997,-2.2333486,1.6756634,2.6593549,-1.3828135,-6.0946689,-.4270477,41.26666666666667,3.3248942,-.02670002,12.237788,.18686676,2.6567001,.52281421,.60000038,19.888
01jul1975,.61660004,2.2866001,75.8675,.12865463,1.8508381,1.4112383,82.40000000000001,.23999999,.10225677,-1.4643357,.085299969,.12922013,24.76666666666667,.67107689,4.2221246,-1.701298,.73999977,1.6971745,.90726852,12.144468,-1.0203899,15.455076,7.9858379,2.4259183,-.34977138,7.4667187,.64103484,1.2516389,-3.0678921,-1.053321,-1.0220361,-1.5697591,7.308403,-3.2188222,-.019047173,51,3.7433856,.17000008,-1.6412734,-.21634245,1.9666996,.53638029,-.40000057,22.268801
01oct1975,.74670029,2.5166998,77.0905,-.096737027,.87227207,1.0695916,85.65000000000001,.38,.34967041,.77868825,-.099500179,.048613142,37.53333333333333,.90053642,1.0978813,5.4997907,-.74669981,1.3375282,1.709384,6.8732929,.019076215,7.0769134,5.200315,2.1576104,-.35758686,2.7531099,-.32000759,1.5311314,-1.7445042,.25663638,.33825767,1.2910833,-2.0718675,-3.521981,.12394178,54.96666666666667,1.9434537,.21339989,1.6861626,.016881928,2.4366002,1.5225879,-.16669941,18.7285
01jan1976,.80339956,2.5033994,78.975098,.022263426,.15711601,1.9796644,101,.25999999,.25503159,1.2003251,-.43519974,.058631524,22.56666666666667,1.3309107,.046395041,-.69270492,-.58659983,2.2238462,1.6317296,7.3652911,-.51642722,7.2118354,6.0765123,3.0289397,1.2204185,9.2110882,1.5898647,-.26975703,-2.3335333,.69133586,1.834515,1.8372706,7.9585509,-2.3448262,-.10654961,59.56666666666666,3.380867,.089999676,11.045004,.468209,2.8366003,.42965868,-.56669998,18.6859
01apr1976,.76000023,2.1233997,79.457901,.11590382,-1.1188589,.91584074,92,.30000001,.50951004,.56635624,-.029099941,.41997251,37.86666666666667,.68009216,1.1219621,1.002997,.36999989,.73101604,.03976718,-.99109536,2.8125584,.53026623,4.239748,1.2699203,1.8527356,3.8816617,1.2539337,2.1991382,-2.8934598,1.2693193,2.5585761,1.6881083,3.44525,-.15068682,-.31752038,59.2,2.2969222,-.039999962,2.101265,-.19674377,2.6166,.93036717,-.16660023,16.667601
01jul1976,.73329973,1.8899999,79.970901,-.09613134,-.29305458,1.0473557,94.59999999999999,.25999999,.14868927,.77719712,-.015200138,.35774544,23.23333333333333,.48751283,-.57541192,2.8642743,.086599827,.54722381,.39830342,13.825138,.12577352,7.1427193,3.9988346,1.3279548,1.5440066,.34785801,1.5456244,1.5347196,-.60510254,1.134849,1.1105191,.29062441,2.4564471,-.5064972,.36282566,54.66666666666666,1.4781424,-.13329983,2.6219316,-.11466089,2.5799999,1.8351529,.16660023,16.229099
01oct1976,.99329996,2.0232997,80.848999,.027236149,-.061329082,1.2891394,93,.23999999,.14419937,.63244724,.22110009,.32317033,16.53333333333333,.60698825,.6904732,1.0094305,-.40999985,.72222799,.53923738,10.171074,-.55083358,8.2756233,3.2558818,1.7876865,1.1170382,.74534065,-.30721962,1.7920289,.54806376,1.3303101,.48359099,1.0722619,2.7249534,.5641253,-.00058705057,53.93333333333334,2.5403447,-.20000029,-1.6752642,.062979229,2.5167003,1.8173456,.033399582,16.507799
01jan1977,.68000031,1.7533998,81.938904,.082032382,.8464669,1.1718,97.59999999999999,.11,-.13616943,.22448108,.18869996,.11202529,33.2,1.0213739,.32109514,-1.6221874,-.21330023,1.1745708,1.0533276,4.7862296,1.5052503,8.6600704,4.6253328,2.0535693,.87906271,4.5288644,1.2232556,.27341384,.26546198,2.0383112,1.1318107,-.022179838,2.9264557,-.010800442,.11378281,56.06666666666666,3.0904558,-.029999733,-.78277838,.038254742,2.7233,1.2387075,-.26669979,14.9735
01apr1977,.64330006,1.6267004,83.841599,-.058376882,.91080201,.5407784,95.65000000000001,.30000001,-.84714127,.93551338,.27400017,.35271797,34.1,1.3221223,-.39685285,2.6591132,.49670029,1.925451,1.8917266,8.0731869,3.0068622,3.9512711,.91781592,3.0514884,1.0837395,6.9237981,.60606188,2.8294675,.8145088,3.0420308,1.2539657,1.154268,3.1923511,.76682019,-.14819281,57.79999999999999,2.7220867,-.31669998,-2.7553954,-.038735662,2.5299997,1.6149049,-.36670017,15.2592
01jul1977,.59000015,1.4733,84.070702,-.089791082,.40079468,.94111729,97.63333333333333,.25,.18369293,1.3800125,.19799995,.0062299776,17.6,1.2655838,-.60718161,.77282447,.66330004,1.7882676,1.0651271,1.1936448,.70003277,4.6006541,-1.4033974,1.0738086,1.763496,4.9364066,2.0927572,2.4558196,1.0994325,2.7758889,1.462196,.39037171,1.7568238,1.9266132,.12992349,55.5,1.4351054,-.32330036,-.9876669,-.023827121,1.8600001,.88358128,-.23329973,14.5599
01oct1977,.5065999,1.3466001,83.908203,.044406362,-.2387847,1.4923451,101.3666666666667,.44,.2308197,1.8934214,.36730003,.30431312,21.56666666666667,1.1725329,-2.2215307,-3.2584605,.69329977,.0021823202,.97611725,2.7246459,2.3319669,3.2484658,1.4091918,.6469866,1.0793926,-2.5405273,1.7595744,2.4670138,1.4229848,2.8441262,.48891544,.81423777,3.5035932,3.1975808,-.20587645,57.1,2.9112625,-.40329981,-4.2851901,-.011526453,1.4867001,3.0003579,-.23330021,16.994699
01jan1978,.43999958,1.1866999,82.9589,.076850086,.025544716,.56022102,106.5,.36000001,.2824707,.78102142,.41359997,.46228018,13.6,1.0323614,-3.1074588,2.3332548,.2434001,.31867191,.46585584,-.1515485,1.4522719,-12.617019,6.4942112,-.278777,1.7492261,1.9302514,2.0144546,.746979,2.0447745,2.7608941,.95323694,.8684302,-1.2077276,2.8293581,.10498156,56.1,.95950186,-.36339998,-5.0166388,-.068185724,1.6167002,2.5705278,-.33339977,16.2761
01apr1978,.35000038,1.1500006,85.565804,-.021968618,2.4770672,2.1153359,108.3,.68000001,-1.3767624,1.0528587,-.24170017,.5476988,23.06666666666667,1.7951548,-1.0630087,9.9170685,.52659988,3.7914598,2.8746171,7.6961088,2.1835618,14.463033,.31688607,3.9454267,1.6296581,6.2928028,.85106814,3.157501,2.8901739,3.165164,1.4851369,1.6602967,7.50032,4.5808673,.16221775,59.46666666666667,5.8527355,-.80660009,7.1023102,.54403114,1.8432999,-.25526345,-.33330011,17.788099
01jul1978,.26329994,1.0100002,85.592598,.053370487,.91955757,.4190166,106.6666666666667,.70999998,.089630127,.77475744,-.17670012,.11458801,21.16666666666667,1.0296481,-4.9733343,1.0913315,.81670046,1.0005002,.83420855,-8.5910873,1.2355343,-4.5814505,1.2987045,.86808813,.88534713,2.8719349,1.4025462,2.6859245,1.9000309,3.7605867,1.7447636,1.5233204,.97957182,4.580616,-.0097420011,61,1.7369907,-.78670025,5.8082042,.036248896,1.1766996,1.8257954,.033299923,17.6968
01oct1978,.20670033,.96670055,86.4161,.019521512,.89611697,.80370516,102.4333333333333,1.26,-.35200882,.6556924,.30000019,.33406836,14.63333333333333,1.0278392,-1.2618649,3.8920348,1.4832993,1.3351901,1.2049565,3.1258383,.83169299,1.0019052,1.3636264,1.7738183,1.8513201,2.2862053,2.2039504,1.9890158,1.2233719,2.0005715,1.1168078,.52708662,4.2827649,6.1954727,.078710847,60.26666666666667,3.9663253,-1.0132999,-4.5513139,-.24493562,.25,1.810973,-.13329983,22.5683
01jan1979,.18659973,1.0500002,86.103104,.045520917,-.99361438,.51660383,99.13333333333333,.64999998,-.3260498,1.2027496,-.014900208,.60272789,2.799999999999999,.87309599,1.3177456,.078459077,.49000072,.17962405,.71173096,-14.348591,3.0129113,-20.256094,-.27225524,.42272726,1.1796563,.16599594,2.4227271,1.0093478,2.19491,.55227292,1.6496711,2.4786289,2.0977104,5.0462418,-.42042717,58.13333333333333,1.9918041,-.69000053,2.2462547,.051500093,-.27659988,3.4485457,-.033299923,16.108999
01apr1979,.27670002,1.2799997,85.277496,.069328696,.96960998,-.064957552,94.43333333333334,.47999999,-.4732399,-.90821522,.041500092,-.72669113,-3.066666666666666,.73492765,1.5157405,.26023316,.10669994,.10687169,.31544754,5.1710396,1.0684695,10.26151,.53851491,-.21583892,1.2716373,-.090105847,.5305047,1.7841047,3.723727,2.3932555,1.217916,1.0687084,-3.9333582,3.4852602,.814587,54.43333333333334,2.2036655,-.8032999,1.8252683,.11392313,-.26340008,2.4545805,-.16670036,15.6937
01jul1979,.18669987,1.29,84.450203,.074695356,.29166916,.96838361,82.86666666666667,.97000003,-.07875061,.45322275,-.097099781,.32918727,-18.46666666666667,.56650239,-1.7626894,3.5356326,.76669979,.74013084,.9176814,-3.2633939,.26730338,-3.0624974,-1.5389075,-.28021699,.28794867,-1.6984226,2.6111181,2.2015758,2.8208516,1.6207436,1.8895652,1.4335712,-3.0968814,.84797287,-.34445497,50.13333333333333,2.9645257,-1.2734003,4.876915,.15426007,-.56999969,2.3276968,.16670036,17.439501
01oct1979,.096599579,1.3699999,84.238503,.022997757,.65645182,.24851963,91.06666666666666,1.5,.042129517,.17600323,.18540001,-.41380101,-21.43333333333333,.32511961,2.0312183,6.101944,2.6300001,.24976033,.21006273,-17.183718,-.10998029,-13.262726,2.1574368,.38227543,.44852552,-1.7897956,1.7880408,1.4380904,.39512128,-.44604754,1.0809716,1.068203,-2.2789731,.3246913,.23650947,47.26666666666667,2.1080523,-1.7334003,-.85080248,.039746769,-1.3965998,2.6130521,.099999905,18.851101
01jan1980,.1566,1.4932995,84.084503,-.087172866,1.4570401,-.14305417,84,1.1900001,-.076330185,.3455117,-.098600388,-.58900452,-19.63333333333333,.34937388,.033124581,2.7525544,1.4699993,.31402153,-.25160077,-14.575085,-.68221796,-22.964994,.068083733,.40439749,.76043814,-.68620318,1.7566307,-.24484302,.39716834,-1.2185528,.54606497,-.32683912,2.1650989,.62873435,.35093004,46.66666666666666,1.6696001,-1.6933994,4.6074367,.34592095,-1.3666,2.2914128,.33330011,25.157101
01apr1980,.72660065,2.8800001,80.052803,.10442983,.19633821,-2.2778428,55.56666666666666,1.5599999,.42321014,-.88296014,.22180033,-.1718584,-48.23333333333333,-.48047987,-.5043022,1.8676579,-2.3599997,-2.0820034,-1.8459787,-21.832399,-.64707351,-16.355808,-7.5388355,-4.3375635,.38089627,-8.8863325,-.74906647,-.86928391,-1.203132,-4.2655849,1.2599829,1.4401774,-15.623247,-2.0378907,-.20446675,32.36666666666667,-2.1308169,-3.0699997,-1.7068752,-.31315917,.85999966,3.7085931,1.0332999,20.211399
01jul1980,.62339973,2.2133999,78.255699,.1090548,-1.3703874,1.0909787,72.16666666666667,.5,.40384102,1.1169641,-.55299997,-.15304564,-35.6,-.449844,-2.8403943,-.21330234,-2.8499994,-.11891909,-.46653128,38.84573,.63124108,27.436123,-7.4682317,-1.656159,-.69908988,-6.8279891,1.4925694,.39395386,-1.2008148,-3.9320796,1.7480334,1.8027278,7.1030364,-.62694854,-.009903877,43.53333333333333,3.7654934,-.68340015,12.82151,.33315101,1.8000002,2.114928,.33339977,22.175301
01oct1980,.40670013,2.2467003,80.723099,-.034722373,-.022027738,1.3420335,83.33333333333333,1.64,-.61987114,1.3673942,-.28539991,.069071285,13.7,.74788487,1.9091839,-.60745174,6.0165997,1.8477517,1.3430518,-2.7628732,-2.1481237,7.8051338,5.2235823,3.7758875,-.11735875,8.9112911,.24660313,.57202256,2.6141346,-2.5155745,1.1186816,.7642349,4.929533,.46538189,.20615853,55.56666666666666,3.4314864,-2.2399998,7.700058,.15626638,-1.1900005,1.6198343,-.26669979,23.1278
01jan1981,.20329952,2.2867002,80.326202,-.033286996,1.3286595,.33443949,73.73333333333333,.94999999,-.28415871,-.14002058,.13989973,-.050537232,5.066666666666667,.42821252,3.0668278,1.863224,.7166996,1.9404858,.56532103,-10.402746,-1.6676213,-9.6662207,4.1795263,.23807566,1.0406315,8.8520889,4.1019039,-1.5576873,.029502725,-1.8581892,.65125811,-.30454302,-3.8853335,-.82504469,-.21515241,49.2,3.7480505,-2.1799994,-1.2090877,-.13258509,-1.4300003,.94933468,.033299923,20.3365
01apr1981,.23330021,2.0200005,79.953201,-.12286463,.1920673,.0072804843,83.83333333333333,1.24,-.16409111,.11662539,.039199829,.0003197194,1.933333333333333,.26342192,6.171001,.53895694,1.210001,-.74383634,.076656654,-7.6095471,.11915983,-14.520475,.14746113,.30660018,.23855823,-4.2328401,0,.66467184,1.3462118,-1.1913799,1.142831,.77443057,2.4828143,-.76874804,-.32093611,51.93333333333334,-.0019482356,-2.8733006,.95842493,.092546158,-1.1567001,3.0127115,-.033299923,17.193399
01jul1981,.073300362,1.6300001,80.103699,.017653087,-.34498304,.46150559,82.26666666666667,1.72,-.10541916,2.133508,.37940025,.056106344,9.933333333333334,.2092116,4.984086,-2.1532235,-.20330048,1.1904062,-.080700949,-22.321844,-.22611386,-20.358992,-1.1514148,.95717674,.90513456,5.4831538,1.4084727,.22773176,1.7928362,-1.1798018,-.13206752,-.89304316,-3.8152931,-1.2240533,-.046865299,45.83333333333334,2.050245,-2.5234003,-5.5211077,-.18021716,-.20660019,1.2628933,0,21.778
01oct1981,.52999973,2.5965996,77.786201,-.052352019,1.2629813,-.68636602,69.7,1.29,.75253868,.1098443,.2336998,-.30695471,-24.46666666666667,-.43679109,-3.2962263,.4581897,-3.9899998,-1.095522,-.44632745,-16.047289,-1.802454,-9.8774014,2.8229623,-2.2090995,.2517277,-3.5849588,-.23336655,.28124481,1.223983,-1.5236052,1.4676973,1.0379707,-10.2873,-3.1459997,-.063316979,37.96666666666667,-1.0786852,-1.8367004,-2.8246658,.021216631,2.3367004,2.6864133,.83330011,19.716299
01jan1982,.71670055,2.7400007,75.690201,-.019010425,-.11146434,.73389351,61.3,.99000001,1.0571098,.24105152,.46410036,-.021019289,-17,-.69136876,3.4527609,-4.4371314,.63999939,-1.5657352,-1.7271385,9.1506777,.18422483,.76046228,-2.8974011,-2.0763004,-1.3408132,-9.9368191,4.7899594,-1.1931,2.564131,-1.0210928,-1.4340137,-.22591043,1.1594138,-2.3544714,-.30748519,37.76666666666667,.58209914,-1.4133997,-6.7435255,-.017967589,1.4799995,3.0779819,.59999943,21.3594
01apr1982,.57999992,2.8500004,74.314201,-.044142853,.37934583,.30413792,58.36666666666667,1.39,-.010848999,.60149419,.083699703,-.18658519,-1.866666666666666,-.53167659,3.6519017,.59493017,.28660011,.45515984,.47052127,9.9567595,-.49902707,7.4432597,-1.6508079,-1.2844037,-.24520779,-.076001406,0,.19794726,3.0126538,-.35349616,-.35441229,-.19542757,-4.0005975,-2.6745892,-.11095669,37.2,.90892047,-2.0932999,-.05842001,-.0078196703,1.5100002,.7634275,.60000038,17.8211
01jul1982,.63659954,3.1332998,72.940201,-.048811097,.79852289,.66813463,59.4,1.83,1.5231705,.47866839,.07640028,-.23459309,-4.666666666666667,-.76367599,4.1063943,-4.5360532,-3.5066004,-.38303104,-.72797352,8.9549913,-2.5418067,16.553835,4.5338407,-1.4400824,-.10722616,-.920605,.88693351,-.96288246,1.3251936,-.95052189,-.29092774,.3426739,-3.7231395,-4.7001066,.24643233,38.5,1.1703497,-1.6899996,-.26319927,.29334551,3.8000002,1.3721367,.4666996,26.6929
01oct1982,1.21,3.7233,71.360703,.026414206,1.5298798,1.7365102,57.06666666666666,.88999999,1.2562599,.31358889,-1.0002003,-.67146403,9.299999999999999,-.59977406,1.1271285,-4.6904798,-1.7199993,.039939027,-.94461733,21.353579,-.13808239,13.680373,-4.0040851,-1.9014394,-1.6502649,-8.0449858,-.22099961,.76927745,-.057770137,-.75499976,-.029812362,1.3795016,-1.9755741,-2.084825,-.20635156,40.46666666666666,2.9275155,-1.3800001,18.329729,.40256733,2.7600002,.62822247,.76670074,28.7658
01jan1983,1.2799997,3.2699995,72.063797,.034029774,.95647413,.98384875,68.66666666666667,.23999999,.64754868,.9392153,-.34929991,-.060766194,21.76666666666667,.1998243,-2.6406033,1.6002052,-.63339996,1.3092457,.6228959,15.908041,.4609758,23.984314,2.265892,1.1529765,-1.4611127,3.4059806,.44150141,-1.7229407,-.97189605,-.57051712,.77556872,1.4603995,4.0228529,.33926192,-.078143299,51.43333333333334,.92239511,-.54660034,7.6925359,-.036391869,2.4566002,-.27695084,-.30000019,21.5429
01apr1983,1.0267,2.7067003,73.585602,.016793313,.82060945,2.0158088,86.10000000000001,.22,1.0425606,.6906566,-.41179991,.22374238,39.03333333333333,.75817871,1.8830544,.29867464,.14999962,2.2500982,1.1645867,13.501708,.29186162,1.8233893,7.4082079,2.1983116,.35077113,8.485652,1.0953053,2.338623,-.98094255,1.2594031,.39933392,1.6179383,4.9134259,.46377236,-.54432654,55.93333333333334,3.9928818,-.4066,9.715498,.16218023,2.1465998,-1.1832604,-.23340034,19.2801
01jul1983,.71659946,1.8999996,76.018402,.10515742,1.71132,1.777316,90.43333333333332,.2,.45943069,1.4894117,-.043200016,-.6936906,43.9,1.0295149,2.8538735,1.4920404,.65670013,1.9793507,1.9935558,1.7629503,-.66220081,8.1693869,7.5014653,3.3719401,1.2664423,6.0725632,.65146232,1.8900932,.52189112,2.3118951,-.41601929,-.25429153,3.783356,.9492752,.74668646,63.06666666666666,2.2790804,-.31999969,1.7059644,-.08023347,2.4867001,.082225636,-.76659966,18.9424
01oct1983,.72329998,1.9200001,77.863297,.014879629,-1.6131437,1.5809985,97.46666666666665,.41,-.15557098,2.2028518,.041999817,.25032419,40.53333333333333,1.3926888,.0040779454,1.9922333,-.029999733,2.0647566,1.8599335,-1.6231649,-.24621168,-4.0976276,4.7889366,2.6025746,1.5138055,9.2837477,1.5037915,2.7553089,1.4566591,4.0997615,.41760626,-.021072187,7.3527246,3.7453213,-.7111277,66.76666666666667,3.370568,-.63000011,.14089857,.037558805,2.8866997,.6008963,-.83339977,15.8148
01jan1984,.34000015,1.8000002,79.8797,.019265646,1.0542531,.8264544,102,.28,.27894211,1.9778199,.2026,-.12683877,35.93333333333333,1.3098449,.58816451,2.0658078,.25669956,1.9359097,1.9085869,9.819068,.50473487,11.495204,7.73211,2.8888907,2.7503839,9.2254934,3.1482158,.78462946,2.2577417,3.0061622,-.1626368,.84410638,3.8997924,3.2775173,.20928627,60.23333333333333,2.7761707,-.51669979,-3.3118274,.065014653,2.7733002,.76436764,-.66660023,19.571699
01apr1984,.013299942,1.5,80.726196,-.043328077,2.1490538,1.3912541,105.5666666666667,.81,.2723999,1.6473478,.20410013,-.33373091,32.1,1.1075032,1.1836659,2.455122,.86999989,1.7130326,1.2911063,-3.6287293,.1333065,-6.23873,4.1036997,1.5276438,2.4593761,3.200254,3.0521111,2.3353627,3.8295264,3.7465293,.79031879,.51568079,-4.8678713,2.3931487,.15755118,59.23333333333333,2.2394643,-.76000023,-2.9103732,-.16208111,3.4033003,.45203954,-.43340015,17.940599
01jul1984,.1232996,1.8432999,80.808197,-.075073548,.80631077,.73889768,101.1666666666667,.81999999,.76898956,1.3115413,-.075699806,-.18939866,15.8,.98532337,5.3123446,2.1850591,.83330059,.95944816,.42203903,-13.495261,-.017188106,-8.6280165,2.5558145,.70747846,2.3704097,2.1409886,2.3763566,1.9697119,2.1183405,3.4050043,1.405568,1.5117186,.12453142,.27544758,-.22824304,53.03333333333333,-.32324842,-1.0700006,3.0142033,.071562432,2.5467005,1.007707,0,19.721201
01oct1984,.60669994,1.8633995,80.281097,-.029057723,2.0778801,1.2871007,100.5333333333333,.38999999,1.5896072,.81302255,-.062400341,-.084461369,6.766666666666667,.89128739,2.3591781,2.0142269,-2.1233006,.81750941,.63729644,2.1451287,.090216085,-2.5236073,2.8888662,.048842736,1.4564179,-1.3056011,.19549863,2.6777163,1.743148,3.4365103,1.3793849,1.3132023,-.6010105,-1.0469549,-.22713852,50.56666666666666,2.3582635,-.46339989,2.8655479,.011785275,2.9400005,.67606121,-.13329983,18.381201
01jan1985,.67339993,1.8100004,79.938499,.0036787663,1.0831716,1.6847782,100.4,.31,.35574341,-.26134574,-.23009968,-.65735292,15.8,.69237775,5.2325487,.26483282,-.78999996,.96442372,.79346043,5.9152694,.060101055,5.0239787,-2.2300782,.32789883,.10810521,-2.780117,2.5073659,2.2657604,-.089544944,3.4046359,-1.0904931,1.4616644,-.018999986,-.27837935,.64706713,49.33333333333334,1.9791859,-.29339981,7.0686388,.19430302,3.3999996,.97093236,-.066699982,16.520399
01apr1985,.81669998,2.2067003,79.395699,-.07892137,2.1950605,.91384786,102.2,.38999999,.87862015,1.9288965,-.12280035,-.019117273,5.2,.71948403,-2.8538866,-.21467711,-.55340004,.87660396,.67176002,.78910959,.63742405,.65892655,4.7965412,.066943347,.50468999,1.6888953,1.8868467,2.6930857,.072972134,2.4490671,.047834542,1.4160937,-.35276759,-.98643148,-.490944,47.70000000000001,2.2063615,-.46329975,4.1430945,-.024227513,3.3533001,.63596863,.066699982,15.4495
01jul1985,.69329929,2.1332998,78.758598,-.014676728,2.2536283,1.8815236,100.0333333333333,.60000002,.23925781,-.31384027,-.027599812,-.37305835,6.900000000000001,.58906436,-5.022891,-1.4693501,-.023299694,1.5155761,.2790871,6.3199,.52314764,-1.4397182,-.97208196,-.13677257,.31487018,-.68409932,2.0352254,3.1429744,.98789632,2.7819271,.11053196,.33955783,1.0563824,.61888468,.15733409,48.5,1.9011102,-.79330015,1.8762276,-.0577989,3.2300005,.20651218,-.10000038,15.8179
01oct1985,.81669998,2.2166996,78.798103,.027268182,.41136572,.21609607,97.46666666666665,.61000001,2.2280617,1.052371,-.14020014,-.07100901,13.13333333333333,.59509224,-6.7828321,2.9399679,.2033,.74054253,.50163597,-3.6060245,.3768394,7.0181055,3.8388712,.58379626,.87919956,3.619523,3.9502406,4.1924591,.49083361,2.1444228,.64259225,2.5158095,-1.9976548,-.2748833,-.30659074,51.20000000000001,.10697274,-.93660021,4.5167279,.24114412,2.5933003,1.4744072,-.16669989,17.1469
